CPF,Tipo de Financiamento,Valor Financiado,Número de Parcelas,Valor da Parcela,Taxa de Juros (%),Tem Seguro?,Instituição Financeira,Data de Início,Data de Término,Número de Parcelas Pagas,Número de Parcelas em Atraso,Tem Reajuste Anual?,Valor da Entrada
134.897.652-73,Veículo,428694,242,1771.4628099173551,9.23,Não,da Rosa Rios - EI,14/08/2020,04/07/2032,233,0,Não,31221
987.342.065-74,Veículo,56185,222,253.0855855855856,7.37,Não,das Neves Cassiano S/A,31/07/2024,14/03/2043,13,5,Não,50884
910.638.425-06,Imóvel,746676,160,4666.725,4.76,Sim,Ribeiro Teixeira Ltda.,25/11/2022,16/11/2052,8,12,Sim,30653
317.896.204-22,Veículo,418947,42,9974.92857142857,9.66,Não,Costa S.A.,27/08/2023,30/12/2026,22,3,Não,91871
871.436.520-08,Veículo,363314,328,1107.6646341463415,5.18,Não,Casa Grande da Rocha - ME,31/01/2024,23/06/2039,188,9,Não,78312
751.489.230-32,Veículo,477242,120,3977.016666666667,8.29,Não,da Rocha,13/05/2022,02/02/2047,81,11,Não,69857
192.407.856-20,Imóvel,928684,203,4574.79802955665,2.31,Sim,Andrade,04/02/2022,08/04/2046,58,12,Não,71294
245.107.938-04,Imóvel,910654,137,6647.109489051095,2.93,Sim,Ribeiro,03/09/2021,07/12/2054,100,11,Não,86492
624.081.537-35,Veículo,167034,191,874.5235602094241,8.09,Sim,Barbosa Rios - EI,19/04/2022,02/07/2038,181,0,Não,50885
794.536.108-01,Veículo,405216,307,1319.9218241042345,6.61,Sim,da Paz,07/08/2023,02/03/2052,212,2,Não,44154
519.870.423-79,Imóvel,628153,194,3237.90206185567,4.83,Sim,Sá,25/05/2025,04/10/2025,176,10,Não,74882
053.642.789-56,Imóvel,753428,16,47089.25,2.71,Sim,Lopes,16/11/2020,06/11/2026,7,8,Não,63054
648.172.903-31,Imóvel,705937,67,10536.373134328358,4.45,Sim,Moreira,27/02/2021,07/08/2047,6,0,Não,74257
036.247.158-44,Imóvel,839761,247,3399.842105263158,3.68,Sim,Abreu,03/07/2023,17/11/2040,0,5,Não,72694
625.801.437-26,Imóvel,617190,156,3956.346153846154,2.49,Sim,Mendonça e Filhos,07/02/2021,29/11/2048,114,7,Não,38381
432.719.560-06,Imóvel,783777,288,2721.4479166666665,2.2,Sim,da Rosa - EI,14/09/2023,18/04/2030,68,7,Sim,77443
491.375.628-19,Veículo,85426,65,1314.246153846154,9.24,Não,da Luz,11/12/2024,29/11/2027,63,0,Não,68710
439.861.702-78,Veículo,100358,311,322.69453376205786,8.71,Sim,Cardoso e Filhos,11/08/2020,26/04/2038,46,1,Não,10431
154.706.832-90,Veículo,379035,231,1640.844155844156,5.8,Sim,das Neves Machado - ME,21/03/2024,21/07/2031,219,0,Não,96918
643.502.987-38,Imóvel,612792,311,1970.3922829581995,2.17,Sim,Gonçalves - EI,20/03/2025,18/06/2034,77,11,Sim,27500
917.305.428-32,Veículo,377651,76,4969.0921052631575,7.19,Não,Moura,29/06/2022,17/05/2036,50,12,Sim,71508
029.647.153-43,Veículo,221995,140,1585.678571428571,6.51,Não,Mendes,22/08/2022,11/02/2038,114,2,Não,82961
952.708.346-00,Veículo,241316,244,989.0,9.43,Sim,da Cruz,11/08/2024,01/06/2027,14,3,Não,93249
685.092.734-56,Imóvel,687134,74,9285.594594594597,4.49,Sim,Albuquerque,18/11/2023,29/08/2051,12,7,Sim,29532
321.840.657-90,Imóvel,501918,165,3041.927272727273,3.15,Sim,Borges Vieira - ME,10/07/2021,21/12/2026,165,5,Não,55783
524.936.178-19,Imóvel,741328,97,7642.556701030928,3.9,Sim,Pimenta,03/10/2024,05/08/2031,32,12,Não,34368
647.085.931-39,Veículo,221525,46,4815.760869565217,9.91,Sim,Albuquerque Brito - ME,10/02/2023,17/01/2053,9,4,Sim,54821
583.941.627-46,Veículo,119738,105,1140.3619047619047,6.69,Sim,Rios,17/03/2025,04/05/2053,31,5,Sim,98118
305.874.916-39,Veículo,421358,96,4389.145833333333,5.04,Não,Barbosa,07/11/2022,25/01/2037,71,10,Sim,67074
619.752.038-95,Imóvel,970601,308,3151.301948051948,1.8,Sim,Gonçalves,17/09/2022,23/06/2045,299,5,Sim,93052
085.269.134-33,Imóvel,522003,186,2806.467741935484,2.46,Sim,Pimenta Albuquerque - ME,24/08/2021,22/11/2036,2,3,Sim,88877
570.293.148-32,Imóvel,653791,140,4669.935714285714,2.94,Sim,Barros,08/11/2024,19/09/2053,92,3,Sim,65254
048.215.639-24,Veículo,443640,264,1680.4545454545455,6.69,Não,Ramos,10/08/2020,11/09/2025,190,11,Sim,49446
740.893.621-13,Veículo,177146,315,562.368253968254,8.55,Não,da Mata,06/03/2021,15/04/2041,59,4,Sim,38053
563.298.017-03,Imóvel,709033,265,2675.5962264150944,1.33,Sim,Costela,13/02/2022,13/06/2049,231,3,Não,42707
241.685.079-20,Veículo,93752,89,1053.3932584269662,9.51,Não,Farias S/A,25/03/2023,22/08/2046,3,8,Sim,62640
762.341.850-53,Imóvel,720526,117,6158.34188034188,2.13,Sim,da Rocha,26/05/2020,02/04/2047,55,5,Não,56875
096.154.783-93,Imóvel,641110,227,2824.273127753304,4.89,Sim,Silveira Rios - ME,04/04/2023,12/09/2034,148,3,Sim,66699
398.570.624-74,Imóvel,751436,30,25047.866666666665,4.5,Sim,Azevedo,17/10/2021,16/04/2041,23,1,Não,31872
037.689.514-48,Veículo,328471,130,2526.7,8.69,Não,Fonseca Novaes S.A.,17/06/2023,19/10/2039,101,1,Sim,94201
731.659.248-64,Veículo,160675,164,979.7256097560976,9.07,Não,Garcia,02/01/2023,16/10/2027,158,11,Sim,49263
197.432.685-37,Veículo,379389,161,2356.4534161490683,5.77,Não,Peixoto,07/10/2022,19/12/2036,28,7,Não,97989
568.270.391-02,Veículo,144464,223,647.8206278026906,5.38,Não,da Rocha da Costa - ME,07/05/2022,18/07/2042,213,4,Sim,98029
290.513.687-12,Imóvel,588686,292,2016.0479452054797,4.14,Sim,Cirino,13/12/2021,23/07/2042,268,5,Sim,51853
170.849.523-14,Veículo,92018,284,324.00704225352115,6.07,Sim,Caldeira S/A,14/11/2023,09/03/2034,205,3,Não,41107
742.609.158-94,Imóvel,704408,153,4603.973856209151,4.23,Sim,Sá Fernandes Ltda.,19/08/2024,09/08/2043,151,10,Não,85927
201.654.793-61,Imóvel,611236,64,9550.5625,4.32,Sim,Teixeira - ME,07/07/2022,12/11/2026,0,9,Sim,41245
103.758.496-10,Veículo,154413,133,1161.0,8.45,Sim,Sá Leão - ME,08/08/2021,15/06/2031,122,1,Sim,15691
893.742.056-29,Veículo,152663,339,450.3333333333333,9.63,Não,Ramos,28/07/2022,01/12/2045,118,1,Sim,47229
908.621.435-51,Imóvel,539191,238,2265.5084033613443,1.6,Sim,Siqueira,05/11/2022,15/12/2048,42,0,Sim,21407
345.816.029-98,Imóvel,692233,273,2535.6520146520147,4.83,Sim,Aparecida,08/09/2022,21/04/2052,91,9,Não,11192
915.738.620-02,Imóvel,759800,85,8938.823529411764,1.77,Sim,Brito Ferreira Ltda.,12/08/2021,25/07/2050,84,8,Sim,98939
536.124.890-89,Imóvel,781724,347,2252.806916426513,1.27,Sim,Carvalho,05/09/2023,05/09/2025,222,8,Não,38638
051.936.478-39,Imóvel,908115,272,3338.658088235294,3.82,Sim,Costa,20/11/2021,28/03/2043,256,3,Sim,22713
941.723.806-03,Veículo,401276,309,1298.6278317152105,8.88,Sim,Pinto,25/10/2022,17/04/2043,197,9,Não,26338
396.245.187-00,Veículo,147346,255,577.8274509803922,9.44,Sim,Vieira da Paz S.A.,16/02/2024,13/07/2051,99,5,Não,11640
289.045.176-30,Imóvel,985928,226,4362.513274336283,1.94,Sim,Leão S/A,17/05/2022,24/06/2054,80,11,Não,60136
683.095.712-59,Imóvel,755090,157,4809.490445859873,2.36,Sim,Macedo,20/06/2024,20/11/2035,23,4,Sim,78847
480.179.365-75,Veículo,456596,69,6617.333333333333,5.19,Sim,da Rosa Ltda.,12/09/2021,05/02/2029,25,7,Não,83642
319.206.758-68,Imóvel,702442,17,41320.117647058825,1.63,Sim,Santos,18/11/2021,22/12/2039,6,11,Não,85048
637.491.028-13,Veículo,439097,262,1675.942748091603,6.2,Sim,Abreu,12/05/2024,21/08/2036,30,8,Não,98991
159.038.642-60,Veículo,265752,352,754.9772727272727,5.08,Não,da Luz Ltda.,25/12/2020,09/08/2048,76,12,Não,44126
928.417.360-40,Imóvel,810710,182,4454.450549450549,1.04,Sim,Macedo,03/04/2023,18/04/2026,1,3,Sim,52152
592.130.876-59,Imóvel,842285,253,3329.189723320158,4.34,Sim,da Paz Machado S.A.,13/01/2024,01/02/2042,140,6,Não,22389
018.536.794-10,Veículo,401703,77,5216.922077922078,9.14,Sim,Campos,02/08/2022,27/09/2030,65,10,Não,65923
862.791.540-76,Imóvel,513414,162,3169.222222222222,2.27,Sim,Caldeira Silveira Ltda.,01/11/2022,11/09/2038,72,4,Não,93774
206.539.781-03,Imóvel,606262,251,2415.386454183267,3.56,Sim,das Neves,13/02/2023,13/10/2031,26,9,Não,86185
920.365.784-38,Imóvel,918160,81,11335.308641975307,4.17,Sim,Carvalho,16/03/2025,12/07/2047,76,2,Não,18427
163.480.279-96,Veículo,240656,207,1162.5893719806763,9.96,Sim,Ribeiro,01/09/2022,28/05/2048,176,0,Não,55216
289.014.763-04,Imóvel,849222,189,4493.238095238095,3.21,Sim,Novais Gonçalves S.A.,21/09/2022,01/04/2029,173,4,Sim,98701
974.583.012-79,Imóvel,638162,37,17247.62162162162,2.87,Sim,Campos e Filhos,04/09/2022,15/12/2025,34,11,Sim,29827
953.014.627-25,Veículo,483985,163,2969.233128834356,5.05,Sim,Santos,05/10/2021,15/10/2051,2,4,Sim,61320
415.023.968-15,Veículo,356708,224,1592.446428571429,6.19,Sim,Lima,08/04/2024,25/12/2045,135,12,Sim,41796
968.354.107-01,Imóvel,634813,164,3870.810975609756,1.8,Sim,Silveira,04/04/2023,21/01/2042,162,11,Não,40416
965.238.710-02,Veículo,311019,335,928.4149253731345,7.22,Não,Fogaça Ltda.,02/04/2022,07/09/2053,105,0,Não,31278
024.187.635-44,Veículo,293912,179,1641.966480446927,7.13,Sim,Cassiano da Luz - ME,27/12/2020,02/09/2051,153,9,Sim,69555
934.720.516-80,Imóvel,638632,325,1965.0215384615385,3.44,Sim,Pereira,22/11/2020,29/07/2030,92,4,Sim,24956
340.196.872-69,Imóvel,809178,65,12448.892307692307,2.12,Sim,Fogaça,04/03/2022,07/05/2033,14,4,Não,82122
572.394.180-14,Imóvel,522617,116,4505.318965517241,2.98,Sim,Brito,14/05/2024,28/01/2043,95,8,Não,33412
347.265.018-44,Imóvel,527331,165,3195.9454545454546,4.87,Sim,Ramos e Filhos,17/11/2021,18/02/2048,153,5,Sim,81575
519.087.463-00,Imóvel,737586,151,4884.675496688742,3.87,Sim,Campos Borges S/A,06/12/2023,17/09/2038,101,8,Sim,68551
736.905.412-80,Imóvel,535032,176,3039.954545454545,2.1,Sim,Vasconcelos S/A,05/12/2023,02/01/2048,150,9,Não,71706
920.678.341-69,Veículo,285501,71,4021.140845070423,5.42,Sim,Marques Sá - ME,28/04/2024,15/06/2052,43,3,Não,85474
473.952.618-28,Veículo,127774,49,2607.6326530612246,6.78,Sim,Siqueira - ME,07/03/2022,01/08/2054,6,0,Sim,76867
675.208.943-47,Imóvel,602287,173,3481.42774566474,2.09,Sim,Pacheco - EI,02/09/2021,20/05/2031,171,1,Sim,38160
814.679.530-75,Imóvel,946727,227,4170.6035242290745,2.1,Sim,Oliveira Pacheco e Filhos,10/06/2022,13/05/2027,103,6,Não,89960
106.547.289-76,Imóvel,671727,222,3025.797297297297,2.62,Sim,Moura,05/09/2021,14/09/2036,143,10,Sim,63437
895.763.201-86,Veículo,422679,237,1783.4556962025315,7.28,Não,Barbosa,18/02/2024,23/10/2034,155,2,Não,48056
749.602.385-00,Veículo,277692,80,3471.15,6.19,Sim,Martins Ferreira - EI,13/09/2021,07/10/2053,17,7,Não,58349
084.931.765-75,Veículo,174914,230,760.4956521739131,6.51,Sim,Gonçalves,30/12/2021,23/05/2051,223,6,Sim,17758
581.290.436-70,Veículo,211926,166,1276.6626506024097,7.77,Sim,Melo Sá - EI,30/11/2022,22/11/2031,5,6,Não,95925
620.958.147-11,Imóvel,874275,17,51427.94117647059,1.07,Sim,Câmara,21/08/2020,14/11/2030,10,12,Não,57090
326.701.498-04,Veículo,320351,153,2093.797385620915,7.47,Sim,Araújo Pires Ltda.,17/02/2021,26/02/2035,123,12,Sim,93601
516.204.983-24,Imóvel,914383,57,16041.80701754386,4.13,Sim,Silva,27/07/2020,20/05/2026,21,11,Sim,84887
897.341.206-03,Imóvel,780580,304,2567.6973684210525,3.87,Sim,Leão Gonçalves - ME,23/03/2021,11/04/2053,176,10,Não,93440
643.518.729-00,Veículo,348125,161,2162.267080745341,8.49,Não,da Conceição,29/07/2023,17/12/2029,22,8,Não,14879
260.153.897-02,Veículo,83628,250,334.512,5.19,Sim,Teixeira,15/04/2025,28/11/2053,131,2,Não,27410
319.762.840-31,Imóvel,554488,147,3772.0272108843537,4.85,Sim,Azevedo - ME,12/06/2021,08/04/2036,41,6,Sim,48211
809.317.652-77,Imóvel,586310,90,6514.555555555556,2.27,Sim,Nogueira,11/02/2022,08/07/2052,13,2,Sim,36425
465.180.927-85,Veículo,225147,310,726.2806451612903,6.87,Sim,Cassiano,14/12/2021,07/07/2038,260,8,Sim,28672
357.068.219-68,Veículo,140214,194,722.7525773195877,5.0,Não,da Conceição Ltda.,10/11/2023,26/05/2046,73,2,Sim,34174
684.729.503-10,Veículo,479034,157,3051.171974522293,9.68,Sim,Santos,17/03/2023,09/01/2035,12,11,Sim,30524
236.894.057-00,Imóvel,549741,175,3141.377142857142,1.23,Sim,Dias S.A.,14/10/2021,08/02/2032,11,12,Não,74876
938.164.572-82,Veículo,62089,223,278.4260089686099,5.09,Não,Cavalcanti,27/11/2021,20/09/2034,75,12,Sim,25541
357.684.901-75,Veículo,117243,284,412.8274647887324,5.9,Não,da Conceição,05/02/2021,13/06/2042,168,2,Sim,32353
524.708.916-20,Veículo,70310,223,315.2914798206278,8.86,Não,Almeida,28/01/2021,09/07/2044,95,7,Sim,32783
752.489.061-30,Imóvel,705013,203,3472.9704433497536,4.02,Sim,Costela Farias - EI,31/12/2023,03/02/2044,171,3,Não,11195
872.394.501-04,Veículo,128192,284,451.38028169014086,7.43,Sim,Cirino,25/03/2024,27/12/2042,230,3,Sim,44921
875.102.639-21,Veículo,499679,91,5490.978021978022,8.82,Sim,da Cunha,07/05/2023,15/06/2032,87,9,Sim,53379
916.270.453-25,Veículo,303031,189,1603.3386243386244,9.69,Não,Fonseca,08/01/2021,01/01/2042,92,1,Sim,35914
759.410.283-50,Imóvel,945560,308,3070.0,2.16,Sim,Sousa,16/10/2020,29/12/2039,217,12,Não,50799
918.276.340-22,Imóvel,969610,288,3366.7013888888887,3.14,Sim,Vasconcelos,29/12/2023,03/05/2027,235,6,Não,62873
692.758.430-74,Veículo,423719,326,1299.7515337423313,5.51,Não,Freitas e Filhos,03/11/2024,31/12/2031,320,10,Não,18588
507.981.624-49,Imóvel,774919,59,13134.22033898305,1.92,Sim,Dias,19/02/2021,16/05/2055,42,8,Não,51038
137.095.482-41,Imóvel,665026,217,3064.6359447004606,1.29,Sim,Pastor Martins e Filhos,29/09/2020,05/08/2037,66,11,Sim,60239
183.095.742-23,Imóvel,595771,17,35045.35294117647,4.74,Sim,Costela,16/05/2024,08/06/2043,1,6,Não,12505
265.347.091-80,Imóvel,794988,87,9137.793103448275,3.8,Sim,Costa,31/08/2024,18/02/2031,78,1,Não,20196
657.138.409-48,Veículo,289031,77,3753.649350649351,8.71,Não,Silveira - EI,26/12/2022,29/08/2034,75,10,Sim,70360
673.521.894-91,Imóvel,907309,240,3780.454166666667,2.3,Sim,Cavalcanti Freitas S.A.,17/01/2025,09/07/2044,183,12,Não,84950
153.786.904-39,Veículo,165174,337,490.1305637982196,8.34,Não,Cavalcante - ME,18/02/2022,10/04/2036,120,4,Não,67316
924.051.876-20,Veículo,329193,287,1147.01393728223,5.67,Não,Pastor Fonseca S.A.,07/03/2023,12/03/2054,145,2,Não,94489
436.120.579-52,Imóvel,772640,96,8048.333333333333,3.46,Sim,Jesus e Filhos,22/02/2024,03/04/2033,53,10,Sim,71700
348.751.062-62,Imóvel,608887,331,1839.5377643504528,2.64,Sim,Mendonça,19/02/2021,23/03/2053,231,3,Sim,39132
236.415.790-07,Veículo,61760,69,895.072463768116,8.22,Sim,da Rosa e Filhos,22/09/2024,04/07/2043,54,0,Não,54080
240.875.361-90,Imóvel,511921,217,2359.082949308756,4.87,Sim,Sá Pereira S.A.,31/12/2020,11/01/2029,198,11,Sim,45001
638.952.147-28,Veículo,137757,20,6887.85,7.76,Sim,Sá da Luz - ME,31/03/2025,20/10/2045,15,5,Não,45312
357.104.869-57,Veículo,267193,151,1769.4900662251655,8.28,Sim,Duarte S.A.,09/06/2020,17/11/2043,88,10,Sim,51501
641.057.928-49,Veículo,163502,303,539.6105610561057,7.74,Sim,Macedo,14/07/2021,22/10/2051,65,4,Sim,55252
902.863.745-10,Veículo,335113,341,982.7360703812316,9.43,Sim,Barbosa,26/06/2021,05/01/2038,81,11,Sim,97830
071.592.368-40,Veículo,344583,317,1087.01261829653,7.39,Não,Fernandes Ltda.,02/02/2021,17/07/2034,170,10,Sim,64330
281.496.503-42,Veículo,272731,270,1010.1148148148148,9.17,Sim,da Cunha,18/11/2020,28/01/2026,220,4,Sim,76758
125.037.849-41,Veículo,190895,154,1239.577922077922,7.54,Não,Gonçalves,20/10/2020,12/08/2027,61,8,Não,12776
381.509.762-21,Veículo,204034,132,1545.7121212121212,5.94,Sim,Castro - EI,13/04/2023,07/10/2047,120,11,Sim,86062
492.318.056-06,Imóvel,514156,335,1534.7940298507465,2.48,Sim,Fonseca,23/05/2021,12/12/2037,279,6,Não,64642
048.657.931-00,Veículo,83116,262,317.23664122137404,7.61,Sim,Cirino,15/11/2021,23/01/2036,25,3,Não,18298
960.127.358-12,Veículo,162794,149,1092.5771812080536,8.11,Sim,Viana - ME,24/07/2022,11/11/2044,34,5,Sim,70804
094.562.781-58,Veículo,189726,26,7297.153846153846,9.94,Não,Montenegro Ltda.,02/06/2020,20/05/2054,6,3,Sim,82670
507.264.318-26,Veículo,201492,324,621.8888888888889,9.01,Sim,da Rocha Cardoso Ltda.,27/07/2023,12/04/2045,103,10,Sim,89244
756.931.048-93,Imóvel,861670,236,3651.14406779661,3.57,Sim,Farias Costela S/A,18/10/2021,07/01/2028,132,12,Não,24683
698.105.734-48,Veículo,270079,145,1862.613793103448,7.67,Não,Almeida Aparecida Ltda.,07/06/2022,24/11/2038,106,7,Não,90263
018.465.273-17,Veículo,391301,333,1175.078078078078,6.99,Sim,Garcia,22/09/2021,26/12/2032,178,9,Não,55772
756.431.290-43,Imóvel,737729,360,2049.2472222222223,1.21,Sim,Novais,05/04/2022,02/10/2039,102,3,Não,80011
560.274.891-11,Veículo,77875,60,1297.9166666666667,9.65,Não,Rocha Rodrigues - EI,13/03/2022,07/11/2054,9,4,Sim,36925
426.951.730-16,Veículo,79196,81,977.7283950617284,9.06,Não,Gonçalves Nascimento - EI,22/08/2021,19/09/2053,7,9,Sim,36273
368.529.071-12,Veículo,342968,209,1640.9952153110048,7.19,Sim,Sá Castro - ME,11/11/2023,20/06/2032,165,12,Sim,31494
584.703.269-29,Imóvel,528914,110,4808.309090909091,4.17,Sim,Novais S.A.,23/08/2022,10/06/2049,72,9,Não,80128
416.590.872-01,Veículo,459082,133,3451.744360902256,6.84,Não,Mendonça,08/10/2022,15/07/2034,32,2,Não,76739
349.216.857-46,Imóvel,871001,277,3144.407942238267,4.48,Sim,Moura S/A,01/10/2024,11/11/2029,230,7,Não,72861
267.458.039-92,Veículo,179682,174,1032.655172413793,5.28,Sim,Lima e Filhos,05/05/2024,05/05/2040,48,3,Não,81732
217.850.934-79,Imóvel,815634,272,2998.654411764706,3.68,Sim,Ferreira,03/09/2022,12/10/2051,23,1,Sim,88659
420.863.917-22,Veículo,298695,126,2370.595238095238,9.83,Não,da Paz Costela - EI,30/11/2021,26/06/2033,29,5,Sim,74780
346.851.729-73,Imóvel,554118,80,6926.475,2.59,Sim,Correia - EI,08/11/2024,07/09/2030,9,8,Não,86986
735.410.628-35,Veículo,317584,308,1031.1168831168832,7.79,Não,Casa Grande,18/07/2021,30/01/2034,106,3,Sim,53103
182.639.740-03,Veículo,406818,244,1667.2868852459017,5.09,Não,Azevedo,11/02/2022,05/08/2029,103,4,Não,46302
983.014.562-05,Veículo,55753,233,239.2832618025751,8.39,Sim,Rios Azevedo - ME,20/01/2025,22/06/2041,24,8,Sim,52674
163.870.452-07,Imóvel,744725,23,32379.34782608696,2.83,Sim,da Rosa,16/10/2022,02/04/2030,1,12,Sim,40648
952.384.761-91,Veículo,256750,13,19750.0,8.0,Sim,Duarte,25/01/2022,11/03/2043,3,11,Não,44335
478.013.295-97,Veículo,468047,240,1950.1958333333332,9.23,Não,Abreu - EI,18/03/2025,09/12/2032,190,7,Sim,52452
601.579.342-25,Veículo,433548,135,3211.4666666666667,9.13,Não,Azevedo e Filhos,29/05/2024,26/05/2033,21,1,Não,58307
417.086.253-80,Veículo,113354,80,1416.925,8.99,Não,Rocha da Cunha S/A,21/03/2022,12/11/2050,69,5,Sim,93330
837.096.241-69,Veículo,465034,257,1809.4708171206223,5.51,Sim,Fonseca Pacheco Ltda.,19/11/2020,08/10/2037,155,4,Sim,88189
803.672.954-74,Imóvel,800490,201,3982.537313432836,1.72,Sim,Pinto,21/05/2024,17/06/2033,77,4,Sim,32473
932.105.684-05,Veículo,264567,357,741.0840336134454,5.04,Não,Sá Caldeira Ltda.,04/09/2024,29/09/2052,175,10,Sim,27192
510.368.792-59,Veículo,271457,172,1578.2383720930231,8.25,Sim,Sá,11/04/2022,03/10/2054,60,5,Não,80067
096.354.217-61,Imóvel,942193,146,6453.376712328767,2.05,Sim,Rezende,31/01/2022,15/03/2031,140,12,Sim,62110
297.360.158-40,Imóvel,839542,176,4770.125,4.55,Sim,Rocha Ltda.,23/09/2020,20/08/2054,137,3,Sim,87169
435.197.628-46,Imóvel,548917,270,2033.025925925926,2.04,Sim,Guerra,04/09/2022,14/04/2028,116,5,Não,89531
381.576.904-39,Imóvel,826039,28,29501.39285714286,3.47,Sim,Alves - EI,23/02/2021,18/07/2054,2,6,Sim,44637
183.209.745-50,Imóvel,839347,354,2371.036723163842,3.3,Sim,Pastor,12/03/2023,05/08/2026,314,11,Sim,44104
583.670.241-17,Veículo,290361,147,1975.244897959184,9.34,Sim,da Rosa Caldeira S/A,04/07/2023,26/09/2025,81,0,Sim,96781
093.526.714-06,Veículo,122561,14,8754.357142857143,5.87,Não,Câmara Azevedo S.A.,21/06/2022,27/10/2030,7,11,Sim,38270
462.580.739-56,Veículo,156836,110,1425.7818181818182,6.12,Não,da Luz Mendes - ME,06/04/2025,15/05/2040,24,9,Sim,19608
526.173.890-30,Veículo,168935,245,689.530612244898,5.86,Não,Moreira,23/12/2024,21/06/2046,49,3,Não,61401
167.582.943-82,Imóvel,592094,140,4229.242857142857,4.9,Sim,Moraes,22/10/2021,09/09/2046,118,11,Sim,29002
412.987.036-03,Veículo,235462,132,1783.8030303030305,5.17,Não,Castro,08/06/2020,09/06/2040,109,1,Não,52192
713.540.286-35,Veículo,337326,308,1095.2142857142858,8.98,Sim,Lopes Ribeiro Ltda.,26/10/2023,09/07/2033,250,2,Não,63506
283.475.691-00,Imóvel,503208,41,12273.365853658535,3.11,Sim,Pastor,06/08/2020,12/08/2052,32,12,Sim,28883
205.476.198-20,Veículo,191863,100,1918.63,7.09,Sim,Pacheco,27/09/2023,29/09/2031,70,4,Sim,22562
687.412.953-82,Veículo,166160,198,839.1919191919192,5.03,Não,Oliveira Nogueira - EI,08/10/2022,21/01/2037,8,11,Sim,29318
903.412.678-13,Veículo,399644,334,1196.5389221556886,6.83,Sim,Castro,15/09/2024,12/07/2039,95,11,Não,65715
950.863.274-74,Veículo,449634,308,1459.8506493506493,8.17,Sim,Guerra S.A.,10/10/2023,14/02/2035,75,0,Sim,37433
207.683.145-26,Veículo,263736,99,2664.0,5.94,Não,Ferreira S/A,03/06/2022,16/08/2044,28,9,Sim,11079
815.243.709-32,Veículo,58920,82,718.5365853658536,8.57,Não,Costa,16/10/2023,08/04/2052,17,3,Não,27181
708.514.963-93,Imóvel,755711,332,2276.237951807229,2.94,Sim,Cardoso,20/11/2021,12/07/2033,280,7,Não,37472
362.571.980-03,Veículo,258333,16,16145.8125,9.94,Sim,Garcia S/A,01/08/2022,10/01/2047,7,8,Sim,18513
640.938.715-66,Veículo,406708,202,2013.4059405940595,8.28,Não,Mendes,08/03/2022,11/07/2050,120,0,Sim,22992
029.615.837-21,Veículo,51783,99,523.060606060606,8.05,Não,Brito Lopes S/A,28/06/2021,17/05/2052,56,3,Não,18542
623.581.079-21,Imóvel,608389,13,46799.15384615384,2.57,Sim,Oliveira Albuquerque S.A.,04/06/2021,15/04/2045,1,5,Não,97233
652.910.384-89,Veículo,309690,312,992.5961538461538,5.45,Não,da Luz Ltda.,02/11/2021,11/06/2028,96,4,Não,46821
395.682.147-55,Veículo,70235,310,226.56451612903223,7.87,Sim,da Cunha,15/03/2021,31/12/2039,54,3,Não,83948
428.609.735-83,Imóvel,710739,334,2127.961077844312,4.53,Sim,Martins Farias S.A.,13/01/2022,26/01/2051,147,11,Sim,52551
265.938.701-02,Veículo,216362,235,920.6893617021276,6.95,Não,Peixoto,31/03/2024,19/03/2033,143,10,Sim,91372
680.935.174-48,Veículo,186411,199,936.7386934673368,5.09,Sim,Pereira,08/10/2023,13/10/2052,97,6,Não,20655
973.120.458-04,Veículo,488090,173,2821.3294797687863,5.15,Não,Mendonça,31/12/2024,11/03/2046,83,10,Sim,45457
986.407.521-76,Imóvel,763988,29,26344.41379310345,4.55,Sim,Cavalcante,04/07/2021,01/10/2048,26,3,Não,56624
573.492.016-99,Veículo,52861,227,232.86784140969164,6.61,Sim,Ferreira S/A,12/08/2021,10/09/2035,221,3,Não,40715
863.571.209-95,Imóvel,648739,149,4353.953020134229,1.86,Sim,Vasconcelos Ltda.,21/02/2023,09/06/2048,99,5,Sim,80801
