CPF	Tipo de Seguro	Seguradora	Valor da Cobertura	Número de Sinistros	Valor do Prêmio Mensal
146.907.852-01	Residencial	Gonçalves S/A	58591	3	519
921.063.458-60	Residencial	Aragão Marques Ltda.	309880	5	875
174.068.293-96	Vida	Cardoso - ME	723591	2	948
078.249.516-85	Automóvel	Cavalcanti S.A.	201552	3	525
691.847.532-00	Residencial	Melo	433632	0	364
127.806.549-02	Automóvel	Teixeira	333873	2	519
829.714.650-20	Automóvel	Camargo	490801	3	933
489.205.713-41	Residencial	Rios S/A	205100	1	947
035.987.624-29	Vida	Viana	504089	2	419
501.947.632-34	Automóvel	da Mata	119587	1	878
061.527.398-02	Automóvel	Farias	375974	2	588
875.234.069-47	Vida	da Cunha Ltda.	798191	1	433
285.430.769-00	Vida	Mendes - ME	817335	0	871
017.925.384-05	Residencial	Marques da Mota - EI	238106	3	1230
245.617.809-20	Automóvel	Moreira Teixeira S/A	104595	0	415
650.329.814-51	Vida	Azevedo	527500	5	697
901.843.625-98	Automóvel	Azevedo Pastor - ME	198274	0	755
497.253.801-50	Residencial	Rezende	324703	0	800
531.207.986-30	Vida	da Costa Andrade S.A.	748362	4	798
714.568.023-80	Automóvel	Pereira e Filhos	420639	5	1172
302.941.785-97	Vida	da Mata Albuquerque - EI	516030	4	1315
018.597.236-59	Automóvel	Fonseca Silva S/A	211466	5	737
261.039.784-40	Residencial	Souza	266642	3	1195
920.643.178-13	Vida	Aparecida	649871	0	937
968.374.501-66	Vida	Souza Leão S/A	900812	3	910
592.684.371-55	Residencial	Novaes - EI	93505	5	1425
628.173.094-13	Vida	Pereira	560648	5	1146
057.849.163-00	Vida	da Mota Ferreira e Filhos	796547	3	780
674.025.391-99	Automóvel	Sá - ME	309790	3	779
945.236.071-25	Automóvel	Nogueira Ltda.	453463	1	920
260.973.481-69	Automóvel	Campos	218174	4	1244
946.083.271-78	Residencial	Pinto	255709	2	1125
092.178.365-59	Residencial	Araújo	443912	1	996
605.781.243-35	Vida	Azevedo Costa S.A.	834469	0	860
137.802.694-22	Automóvel	Almeida S.A.	220015	0	906
179.548.602-30	Vida	Silveira	999349	3	887
765.912.083-21	Residencial	Correia S.A.	176302	3	1157
841.025.369-06	Automóvel	Andrade	327364	3	578
358.047.916-48	Automóvel	Nogueira Azevedo Ltda.	479644	5	1381
087.236.951-02	Vida	Nascimento	819586	3	886
465.921.870-85	Automóvel	Garcia - EI	162565	4	1052
147.082.963-04	Vida	Monteiro Ltda.	652570	0	695
793.805.264-74	Automóvel	Nogueira - EI	233221	1	206
671.032.498-22	Vida	Andrade	569685	3	547
240.563.179-25	Automóvel	da Mata Albuquerque - ME	374233	5	1474
980.456.137-93	Automóvel	Cunha Ltda.	387014	1	815
793.624.815-37	Vida	Cardoso S/A	601711	4	759
093.264.158-05	Automóvel	da Costa Ltda.	170677	1	998
795.621.083-68	Residencial	Gomes - ME	190003	1	210
924.573.081-60	Vida	Casa Grande	685754	3	1181
706.512.394-43	Residencial	Dias	108327	0	240
904.683.512-05	Automóvel	Mendes	435199	1	1079
873.129.506-12	Automóvel	Costela Almeida e Filhos	129837	1	1010
186.973.450-57	Automóvel	Fogaça Marques S/A	376010	4	522
268.753.901-59	Vida	Moura Sousa e Filhos	716465	2	931
701.623.894-69	Vida	Melo	894911	3	658
618.320.954-60	Residencial	Ribeiro	382946	3	554
531.248.790-23	Vida	Mendonça	548999	3	857
798.403.526-10	Residencial	Albuquerque	187745	2	1027
547.938.261-64	Automóvel	Leão Ltda.	83170	3	1300
240.135.876-53	Automóvel	Nogueira S.A.	305407	1	325
768.591.340-20	Residencial	Rios	64897	2	997
816.745.390-10	Automóvel	Pinto Lopes - ME	357044	0	120
754.920.138-23	Vida	Fonseca	935662	5	1009
561.243.970-99	Vida	Brito Moura e Filhos	500959	1	1032
032.519.487-41	Vida	Aparecida	786704	3	939
176.240.938-04	Vida	Borges Fogaça Ltda.	583451	3	1038
590.627.148-11	Vida	da Rocha Farias Ltda.	586243	5	704
082.459.167-49	Residencial	da Paz e Filhos	336592	3	1056
746.805.291-30	Residencial	Ramos da Luz e Filhos	408430	4	881
634.297.580-92	Automóvel	Garcia - EI	124859	2	776
296.307.145-07	Residencial	Pinto	93270	3	1059
034.829.751-32	Automóvel	Barbosa Pires e Filhos	178297	5	1215
854.907.123-41	Automóvel	da Rosa	128928	0	615
815.927.306-12	Automóvel	Montenegro	494638	5	1032
517.082.396-77	Vida	Câmara - ME	895862	1	518
713.024.569-70	Automóvel	da Conceição Teixeira - EI	334797	0	510
691.305.287-12	Automóvel	Fogaça	174976	2	704
471.589.360-66	Residencial	Alves - ME	494744	2	876
893.102.476-22	Residencial	Pereira	160212	5	1442
892.731.506-59	Vida	Sá	798661	2	658
493.715.806-66	Residencial	Araújo S/A	412476	3	411
716.928.543-64	Vida	Camargo	752611	5	1355
154.870.963-84	Residencial	Silva	294518	3	883
306.891.274-13	Residencial	Sampaio	440793	5	1216
793.546.028-00	Automóvel	Costela - ME	65395	5	752
564.789.320-10	Vida	Macedo e Filhos	947237	2	1183
678.502.913-95	Residencial	Nascimento Leão S/A	280409	3	659
180.539.267-03	Automóvel	Marques	113079	4	742
861.340.725-08	Automóvel	Cunha e Filhos	308161	0	873
036.541.928-15	Automóvel	Rodrigues Gonçalves e Filhos	420389	1	466
019.742.635-25	Vida	Pereira	564006	4	970
974.502.613-16	Automóvel	Farias S/A	238307	5	912
370.148.695-66	Vida	Caldeira Azevedo e Filhos	689210	1	684
198.706.425-94	Automóvel	Melo S/A	298541	4	1308
983.247.160-50	Vida	Freitas - ME	992849	1	443
628.140.375-44	Automóvel	Pinto Gonçalves S/A	477869	3	574
603.724.815-07	Residencial	Montenegro	426184	2	922
438.612.705-44	Residencial	Costa Farias S/A	450294	3	491
617.508.493-48	Automóvel	Gomes	302140	4	1172
975.082.416-49	Residencial	Novais	285652	3	996
057.346.192-99	Residencial	Peixoto S.A.	359131	2	528
976.350.218-77	Vida	Sá S.A.	522517	2	1081
089.743.215-05	Residencial	Azevedo	365450	3	1034
915.207.463-34	Automóvel	Ribeiro	391491	4	713
240.795.863-29	Vida	Pacheco	640857	0	377
931.640.725-70	Residencial	Santos	471539	1	831
976.052.184-94	Residencial	Cavalcanti S/A	152289	5	1184
593.402.168-06	Vida	Costela	755160	5	765
452.917.068-30	Vida	Ribeiro	975645	1	823
918.254.730-05	Vida	Pimenta - EI	561398	1	820
960.735.218-12	Residencial	da Costa	161448	4	1344
265.791.048-30	Residencial	da Mota	247063	1	899
639.280.147-22	Vida	Aparecida	867110	1	622
049.352.187-97	Residencial	Pinto Vasconcelos S/A	166478	0	547
157.863.492-09	Vida	Nunes Leão Ltda.	960858	2	1043
637.082.495-00	Vida	Fogaça Teixeira S.A.	949186	3	627
928.741.630-31	Vida	Borges	642298	1	244
835.407.196-01	Vida	Vargas S.A.	783970	3	700
690.372.481-87	Vida	Pinto Moreira Ltda.	817009	5	1267
487.520.139-79	Residencial	Porto	184641	0	328
418.792.635-64	Residencial	Montenegro	456850	5	1071
625.710.483-17	Residencial	Farias Martins - ME	362150	5	1180
241.359.076-52	Automóvel	Pimenta Oliveira Ltda.	317115	1	879
725.481.639-46	Residencial	Novais	415011	3	1004
930.724.158-97	Automóvel	Gomes	310314	2	535
316.847.590-48	Residencial	Nogueira S.A.	461768	5	871
148.320.956-33	Vida	da Luz Martins e Filhos	530977	4	918
195.742.830-97	Vida	Nunes	600285	0	432
610.582.749-02	Residencial	Garcia	67560	1	891
645.870.921-85	Residencial	Araújo	290620	3	891
957.346.021-16	Automóvel	Correia	81858	3	939
107.658.439-00	Residencial	da Rosa Melo Ltda.	438417	3	460
318.576.902-30	Vida	Farias	988692	3	474
615.837.492-09	Automóvel	Rezende da Conceição S/A	418968	5	1491
417.506.923-25	Automóvel	Campos	288918	0	928
813.950.274-04	Residencial	da Costa	204932	3	852
038.592.614-60	Residencial	Costela	212473	4	1201
038.475.621-26	Vida	Câmara e Filhos	929670	5	1180
157.423.089-14	Vida	Siqueira e Filhos	746775	5	1041
794.362.180-87	Residencial	Rocha - EI	486952	3	1216
104.785.329-97	Automóvel	Costela Silva - EI	448089	1	548
924.510.783-32	Automóvel	Gonçalves Cassiano S.A.	351635	2	1170
872.510.643-08	Automóvel	Pimenta - ME	381536	5	1464
167.452.390-43	Vida	Pinto	937072	5	826
314.927.608-03	Automóvel	Martins e Filhos	498567	2	807
402.361.795-43	Automóvel	Andrade Pereira - ME	167230	2	737
587.426.130-35	Vida	Pinto Cavalcanti Ltda.	872861	3	970
108.975.462-02	Vida	Cavalcanti	779838	2	588
263.814.907-13	Vida	Lopes - EI	591204	5	1127
801.972.365-02	Residencial	Alves	359700	3	1155
302.916.478-04	Automóvel	da Mota - ME	314166	4	930
619.735.820-40	Automóvel	Pacheco S.A.	202259	0	839
679.243.850-29	Automóvel	Pinto	313809	5	784
812.354.069-89	Residencial	Aragão Oliveira - ME	414867	4	1351
196.475.230-25	Automóvel	da Luz e Filhos	291366	5	1244
103.542.687-08	Vida	Albuquerque Ltda.	972004	4	1059
831.492.765-19	Vida	Sampaio Pires Ltda.	628089	3	461
097.386.521-03	Vida	da Luz	762796	0	513
160.347.258-44	Residencial	Gomes - EI	67578	1	692
423.165.790-43	Automóvel	Rodrigues	128751	3	750
328.546.907-29	Residencial	Gomes	402838	1	1081
704.195.368-84	Residencial	Pacheco	110878	2	1013
345.627.081-07	Residencial	Azevedo - ME	362255	1	1011
104.579.836-39	Vida	Pastor Peixoto Ltda.	584574	1	716
245.813.709-14	Automóvel	Pires Andrade - EI	165291	4	978
075.648.219-49	Residencial	Sá Campos - EI	479076	1	237
529.417.608-49	Vida	Machado Ltda.	631021	2	343
537.964.201-25	Vida	Fernandes	789036	3	897
097.615.438-20	Residencial	Abreu e Filhos	119105	1	839
026.785.419-67	Residencial	Andrade	288683	1	882
391.205.768-03	Residencial	Camargo Novais S/A	408843	2	492
302.176.895-40	Vida	Pinto Monteiro S.A.	975360	1	526
342.861.097-04	Residencial	Sampaio	492170	0	790
743.901.852-41	Residencial	Azevedo	89826	3	1079
140.296.758-67	Residencial	Azevedo das Neves - EI	210679	0	147
014.652.839-51	Vida	Ramos	698760	5	1115
951.328.046-24	Automóvel	Andrade Ltda.	153064	0	661
284.517.309-14	Vida	Montenegro Silveira - EI	568064	0	330
894.172.603-40	Vida	Nunes Montenegro Ltda.	857601	5	838
182.759.340-79	Vida	da Cunha Ltda.	571741	2	753
536.982.147-09	Residencial	Pimenta - ME	101999	2	908
526.930.418-05	Vida	Santos S/A	562673	4	898
475.821.930-32	Automóvel	Melo	291493	1	495
054.873.961-75	Vida	Barbosa	898602	0	284
573.204.698-47	Automóvel	Nascimento	101194	3	437
912.376.854-19	Vida	Rodrigues S.A.	873471	5	870
768.120.495-49	Vida	Brito - EI	704141	3	845
407.196.258-58	Automóvel	Rezende S/A	400841	3	665
730.685.241-80	Vida	da Mata Moraes Ltda.	518206	0	962
029.843.765-10	Automóvel	Cavalcante	152192	2	446
108.269.734-69	Residencial	Leão	299170	3	561
816.043.952-06	Residencial	Moraes	474534	1	731
401.683.295-06	Automóvel	da Costa	327539	1	246
485.097.216-02	Residencial	Silva	221070	1	501
964.027.153-52	Vida	Cavalcante S.A.	715680	3	867
563.927.104-34	Vida	da Luz Albuquerque S/A	652134	0	168
678.190.435-39	Vida	Rezende	605425	5	1177
863.014.957-48	Vida	Silva e Filhos	649580	0	890
806.754.913-39	Residencial	Garcia	290726	1	319
891.203.764-13	Automóvel	Gomes	79068	0	556
975.024.186-01	Automóvel	Barros Farias S.A.	415407	5	786
374.520.198-14	Automóvel	Sampaio Cunha Ltda.	257086	0	576
389.406.527-38	Automóvel	Gomes Novaes - ME	361207	3	829
268.930.754-56	Residencial	Moreira Peixoto - ME	331942	1	796
843.172.059-04	Automóvel	Nascimento e Filhos	357121	4	1192
785.203.419-50	Residencial	Fonseca - EI	392291	3	732
386.490.521-42	Vida	Ferreira - ME	889372	3	577
768.259.140-49	Residencial	Pacheco Sousa e Filhos	120707	1	864
823.690.147-50	Automóvel	Novais	378114	2	1094
315.209.476-07	Vida	Camargo	765444	2	694
684.917.530-01	Automóvel	Cirino S/A	162531	2	1092
659.438.012-51	Vida	Camargo	566585	4	655
405.267.318-26	Residencial	Aragão - EI	241255	3	1156
904.328.517-04	Vida	Cirino Lima Ltda.	668786	4	637
784.120.596-11	Residencial	Barbosa	69662	1	402
329.708.614-96	Automóvel	Alves Gomes - ME	101446	2	684
136.845.207-80	Vida	Pinto	922214	2	569
058.726.143-90	Vida	Teixeira	958361	1	329
486.932.075-47	Vida	Albuquerque	957824	2	855
619.473.852-91	Vida	Dias - EI	568324	5	1170
792.016.543-16	Vida	Sampaio	837338	0	128
823.547.016-08	Residencial	Rodrigues	123114	5	1418
986.473.201-31	Vida	Dias - EI	651770	3	789
916.327.045-52	Vida	Andrade Borges S.A.	613960	5	1234
209.764.358-29	Vida	Martins Andrade - ME	724745	3	1283
570.146.328-17	Residencial	Lopes Fogaça Ltda.	290243	1	669
786.905.213-21	Vida	Siqueira Monteiro Ltda.	788280	5	1176
593.124.870-60	Residencial	Pastor Ltda.	383745	1	1026
249.638.051-89	Residencial	da Cunha - EI	238615	4	1166
741.628.953-09	Residencial	Barbosa - ME	237662	5	1418
073.526.489-92	Vida	Pastor Silveira - EI	712153	5	882
852.163.947-37	Residencial	Martins	309890	5	829
213.560.749-52	Residencial	Casa Grande	110534	5	975
704.318.295-60	Residencial	Pereira	472205	4	1083
721.039.856-21	Automóvel	Casa Grande	253711	0	915
634.298.715-73	Automóvel	Moraes Albuquerque Ltda.	65327	1	369
420.693.781-87	Vida	Leão S/A	913467	2	722
017.496.825-67	Automóvel	Cunha	69910	0	353
761.852.430-08	Vida	Almeida Garcia S/A	575293	4	781
143.972.685-09	Residencial	Dias Barros - EI	393322	3	997
782.430.516-35	Residencial	Cardoso - EI	386812	4	1348
105.389.762-68	Automóvel	Guerra e Filhos	262972	1	330
793.426.081-40	Automóvel	Garcia - EI	237475	0	377
139.846.750-20	Residencial	da Rocha	212497	0	676
678.945.012-20	Residencial	Camargo	422469	0	677
714.396.258-91	Residencial	Oliveira	74827	0	574
240.716.593-43	Automóvel	Fogaça	464049	2	1164
351.967.028-30	Residencial	Pacheco e Filhos	465985	0	973
102.785.436-26	Residencial	Azevedo Rezende - EI	298084	2	445
497.508.632-83	Vida	Lopes Marques e Filhos	989138	5	753
513.896.240-05	Automóvel	Castro	443251	2	854
354.012.678-35	Residencial	da Mota	392872	2	1157
724.816.509-30	Automóvel	Fogaça e Filhos	144280	1	797
206.513.847-53	Residencial	Novaes Garcia Ltda.	402139	3	1194
149.307.625-61	Automóvel	Moura Jesus - EI	494664	5	885
429.375.061-43	Residencial	Macedo	172026	5	610
124.705.896-49	Automóvel	Moreira	291060	3	1269
578.690.231-59	Automóvel	Casa Grande Dias S/A	289942	1	745
219.305.786-95	Automóvel	Rodrigues Vargas S/A	374076	5	1493
029.135.647-80	Vida	Moura	745492	3	492
572.809.163-68	Residencial	Ramos	419573	4	630
935.768.104-39	Vida	Peixoto Barbosa S/A	911077	4	647
042.836.179-03	Vida	Sousa	999195	4	819
608.219.475-67	Automóvel	Rios Ltda.	261775	2	1168
357.426.108-07	Vida	Cavalcanti	883118	1	1074
943.065.218-42	Vida	Castro S.A.	949953	0	961
340.867.251-26	Residencial	Nunes	485844	2	1139
296.471.830-03	Automóvel	Rodrigues Ltda.	137259	5	1397
736.128.059-59	Automóvel	Jesus Silva e Filhos	148745	1	447
482.537.960-56	Residencial	Leão	300342	4	735
248.319.675-64	Vida	Brito Câmara - ME	801096	0	303
197.308.654-93	Vida	Araújo	615192	4	862
850.326.497-83	Residencial	Gonçalves Costa - EI	169027	2	392
374.021.895-97	Automóvel	Azevedo	272052	0	336
425.713.806-80	Vida	Cavalcante	904320	0	410
283.695.104-42	Vida	Silveira S.A.	874805	2	766
143.085.796-00	Residencial	Machado da Mata S/A	167498	2	1123
567.839.041-48	Residencial	Freitas S.A.	75638	5	1188
472.569.031-70	Vida	Almeida	856045	4	902
248.371.905-88	Vida	Costela	921069	2	712
208.397.614-22	Automóvel	Costela	355797	0	789
089.725.436-83	Residencial	Oliveira S.A.	277698	4	699
190.824.657-01	Residencial	Fogaça S/A	59114	4	777
856.329.041-05	Residencial	Mendonça Costela - ME	283857	4	1211
928.641.375-00	Residencial	Alves	58450	3	500
264.857.193-00	Automóvel	da Rocha Porto S.A.	65511	3	1151
067.412.893-13	Automóvel	da Costa Pastor Ltda.	276741	2	802
864.097.251-67	Residencial	da Costa Castro S.A.	346201	2	1177
591.076.234-61	Vida	Caldeira da Cruz Ltda.	977483	5	1155
867.195.324-64	Residencial	Pimenta	183329	0	838
349.807.651-57	Vida	Correia Macedo - EI	539685	2	643
192.380.764-13	Automóvel	Mendonça	198633	3	1246
065.839.247-65	Vida	Mendonça	694674	4	899
640.172.538-90	Automóvel	Guerra	426444	0	259
397.156.420-80	Automóvel	Porto	268689	1	646
354.028.769-83	Vida	Freitas Pastor - EI	999374	0	324
563.281.074-71	Automóvel	Andrade - ME	109129	4	698
825.190.743-88	Automóvel	Siqueira Ltda.	457164	4	1156
720.635.198-03	Vida	Cardoso	871011	1	354
679.430.158-00	Vida	Moraes Melo S/A	789191	1	909
625.438.179-64	Residencial	Marques - EI	477519	3	711
620.891.357-86	Residencial	Costa - ME	488381	4	874
723.645.908-92	Vida	Nogueira	512955	4	756
851.493.706-57	Vida	Abreu Brito - ME	676940	0	479
087.256.941-11	Vida	Camargo	876446	3	971
539.706.148-48	Vida	Pastor Garcia e Filhos	880817	5	607
941.783.065-10	Automóvel	Pacheco	222231	3	1229
469.210.578-01	Automóvel	Mendonça S.A.	374030	3	962
752.149.306-07	Automóvel	Brito Fonseca S.A.	469440	3	894
894.536.720-92	Automóvel	Gonçalves Cardoso S.A.	200991	5	1038
695.278.104-85	Vida	Cunha S.A.	866886	5	614
432.961.780-31	Residencial	Machado	226672	4	579
571.068.942-49	Vida	Nascimento	768050	3	751
531.074.269-70	Automóvel	da Rocha Rocha S.A.	79268	0	684
517.480.293-04	Residencial	Pires Casa Grande - EI	308665	1	1079
425.601.379-25	Vida	Araújo Ltda.	533157	4	566
974.502.183-05	Automóvel	Sousa	188678	1	1018
094.781.523-60	Automóvel	Castro	284129	2	337
729.568.041-11	Vida	Mendes da Costa Ltda.	616077	4	1289
417.263.095-25	Automóvel	Carvalho Cavalcante S/A	260866	0	727
243.518.760-26	Automóvel	Camargo	297212	1	1072
209.645.837-47	Residencial	Pacheco Jesus - EI	95642	3	1091
190.675.234-61	Vida	Camargo S.A.	893143	1	210
461.289.503-70	Residencial	Pacheco	126480	3	499
794.253.806-00	Residencial	Carvalho Macedo Ltda.	221523	5	1097
902.765.384-47	Automóvel	Machado	343213	0	893
356.708.219-12	Vida	Castro Abreu Ltda.	512188	4	706
105.873.964-66	Residencial	Guerra	339530	2	550
917.048.635-20	Automóvel	Castro	217035	1	1064
416.392.780-87	Automóvel	Machado	156140	4	637
163.507.892-02	Vida	Ribeiro	802332	1	685
129.470.685-30	Residencial	da Luz	163359	2	1042
714.530.986-66	Residencial	Andrade - ME	331843	0	702
158.723.069-03	Vida	Vieira	637483	0	848
125.340.897-14	Automóvel	da Rocha da Costa - EI	224184	3	1244
398.574.126-37	Residencial	Siqueira e Filhos	62595	3	1041
248.917.056-20	Vida	Carvalho	951012	4	1304
643.902.875-83	Automóvel	das Neves	135869	5	1369
514.068.372-53	Vida	Cunha S.A.	567575	4	1045
726.983.514-46	Automóvel	Caldeira S.A.	164341	2	1085
164.389.270-31	Automóvel	Silveira Novaes S/A	161403	1	864
956.073.284-65	Vida	da Mota e Filhos	895929	5	1289
791.253.604-34	Vida	Santos S.A.	957540	1	344
145.968.327-73	Vida	da Cruz Ramos - ME	934674	2	706
734.985.602-47	Residencial	da Cunha	293530	2	801
789.145.032-32	Automóvel	Cardoso Ltda.	338262	1	1009
629.351.487-46	Vida	Pastor S/A	847236	5	1443
513.967.024-07	Automóvel	Porto e Filhos	454534	5	975
693.587.402-56	Automóvel	Aragão - ME	406509	5	989
265.139.048-89	Automóvel	Moraes - ME	215418	0	355
651.749.802-85	Vida	da Paz S/A	775936	4	1058
701.569.423-99	Residencial	Santos	181129	0	816
034.967.218-04	Residencial	Viana e Filhos	239125	4	1311
408.571.239-04	Vida	Abreu	598314	0	256
287.604.359-92	Residencial	da Conceição Ltda.	490553	2	402
263.405.719-99	Vida	Ramos	595750	4	556
156.820.937-12	Automóvel	Correia	237573	5	818
489.261.035-60	Vida	Pacheco S/A	906585	5	671
149.805.276-20	Automóvel	Fernandes	354273	0	804
379.058.214-04	Automóvel	Cunha	454661	0	909
463.809.251-98	Vida	Cardoso	989652	3	557
209.514.637-99	Vida	Barros	748949	4	783
470.362.159-25	Vida	Porto Macedo S.A.	585075	4	1291
302.981.675-30	Residencial	Moraes	119807	1	296
620.789.354-92	Residencial	Vieira S.A.	399025	2	460
419.362.857-46	Residencial	Santos	201554	5	1057
216.583.970-02	Residencial	Câmara e Filhos	220627	4	569
036.549.217-52	Residencial	Rocha	118016	0	610
138.527.469-73	Vida	Leão Ltda.	977383	2	935
482.017.539-41	Residencial	da Mata Monteiro S.A.	363385	4	1313
037.681.592-21	Vida	Monteiro S/A	993743	3	696
751.826.094-85	Automóvel	Alves S/A	211857	2	584
743.120.956-80	Automóvel	Aparecida	256572	5	618
691.482.705-20	Vida	Albuquerque	581816	0	471
687.154.320-17	Automóvel	da Cunha da Mata - ME	53627	5	1311
327.965.408-47	Automóvel	Novais e Filhos	362341	5	1481
586.014.297-85	Automóvel	Costa - EI	227142	0	593
648.021.753-53	Vida	Machado Cavalcanti S/A	778897	4	900
265.397.081-30	Residencial	Porto - EI	115477	5	1447
958.704.316-20	Vida	Lopes Ltda.	536325	1	224
614.895.203-33	Automóvel	Ferreira Cardoso - EI	106520	5	979
269.830.475-83	Vida	Albuquerque	934935	1	567
216.845.037-44	Automóvel	Peixoto	214306	5	784
618.042.739-96	Automóvel	Ribeiro Campos - EI	94355	1	483
619.734.285-55	Vida	da Rocha Marques S.A.	713104	0	606
928.301.456-15	Residencial	Ramos e Filhos	374124	1	1056
671.590.483-93	Residencial	Ferreira Fonseca e Filhos	333693	3	671
294.756.801-01	Residencial	Lopes Ltda.	325293	2	1133
718.930.456-84	Residencial	Silva	280082	3	771
208.563.974-74	Residencial	Mendonça - ME	433292	5	675
284.609.375-00	Automóvel	Viana	382814	1	776
105.264.937-80	Vida	Mendonça das Neves S/A	825563	1	1010
134.678.092-78	Automóvel	Almeida Ltda.	346728	4	1196
459.321.076-34	Automóvel	Vasconcelos Cassiano - EI	350776	2	489
184.273.956-55	Automóvel	Oliveira	422172	4	585
981.045.276-49	Automóvel	Castro	233206	4	684
590.673.412-07	Automóvel	Fogaça e Filhos	258763	2	971
962.183.470-87	Automóvel	Pastor	293714	3	1071
984.265.017-02	Residencial	Pires e Filhos	428479	3	615
904.567.218-94	Vida	Lima	809375	4	672
617.095.842-11	Vida	Pires Ltda.	906364	2	1198
678.532.910-86	Vida	Gomes S/A	979298	1	575
872.103.549-05	Vida	Viana	804147	0	650
891.506.347-39	Automóvel	da Cruz da Mota - EI	467594	1	687
